query_id,doc_a,doc_b,winner,judge_model
q-125,1143,117790,117790,glm-5.2
q-125,64183,37727,64183,glm-5.2
q-125,22074,64183,64183,glm-5.2
q-125,117790,520,117790,glm-5.2
q-125,30955,1016,1016,glm-5.2
q-125,72949,71913,71913,glm-5.2
q-125,52241,118245,52241,glm-5.2
q-125,1143,1329,1329,glm-5.2
q-125,22074,64091,22074,glm-5.2
q-125,37727,64091,64091,glm-5.2
q-125,70769,25283,70769,glm-5.2
q-125,58892,119337,119337,glm-5.2
q-125,1329,520,1329,glm-5.2
q-125,64150,594,594,glm-5.2
q-126,70524,19750,70524,glm-5.2
q-125,26869,117073,117073,glm-5.2
q-126,32113,52536,52536,glm-5.2
q-126,80722,1626,1626,glm-5.2
q-126,20925,40785,20925,glm-5.2
q-126,25892,1626,1626,glm-5.2
q-126,34460,18436,18436,glm-5.2
q-126,39250,85803,85803,glm-5.2
q-126,1626,424,1626,glm-5.2
q-126,491,52046,491,glm-5.2
q-126,46791,80722,80722,glm-5.2
q-126,70412,28694,70412,glm-5.2
q-126,40785,26066,26066,glm-5.2
q-126,38204,79723,79723,glm-5.2
q-126,53800,79723,79723,glm-5.2
q-126,76367,97285,76367,glm-5.2
q-126,41076,70412,70412,glm-5.2
q-126,28694,48354,28694,glm-5.2
q-126,48354,50225,50225,glm-5.2
q-126,31957,125822,125822,glm-5.2
q-126,18436,124228,18436,glm-5.2
q-126,124228,80722,80722,glm-5.2
q-126,424,35615,35615,glm-5.2
q-126,85803,53800,85803,glm-5.2
q-126,52046,50225,52046,glm-5.2
q-126,35615,38204,38204,glm-5.2
q-126,32113,77875,77875,glm-5.2
q-126,31647,93836,93836,glm-5.2
q-126,77875,66392,77875,glm-5.2
q-126,48354,76367,76367,glm-5.2
q-126,59344,19750,59344,glm-5.2
q-126,19429,52046,52046,glm-5.2
q-126,35615,76367,76367,glm-5.2
q-126,70524,52536,52536,glm-5.2
q-126,48354,40785,40785,glm-5.2
q-126,31647,46791,31647,glm-5.2
q-126,38204,86461,86461,glm-5.2
q-126,1626,52536,1626,glm-5.2
q-126,25892,86461,86461,glm-5.2
q-126,85803,46791,85803,glm-5.2
q-126,66392,26066,26066,glm-5.2
q-126,27932,32113,27932,glm-5.2
q-126,18436,27932,18436,glm-5.2
q-126,28694,41076,28694,glm-5.2
q-126,28694,97285,28694,glm-5.2
q-126,39250,19429,39250,glm-5.2
q-126,424,34460,34460,glm-5.2
q-126,39250,53800,53800,glm-5.2
q-126,97285,41076,41076,glm-5.2
q-126,39250,40785,39250,glm-5.2
q-126,1626,86461,86461,glm-5.2
q-126,66392,93836,66392,glm-5.2
q-126,27932,66392,27932,glm-5.2
q-126,38204,18436,18436,glm-5.2
q-126,25892,35615,35615,glm-5.2
q-126,1626,32113,1626,glm-5.2
q-126,93836,124228,124228,glm-5.2
q-126,50225,38204,38204,glm-5.2
q-126,59344,491,491,glm-5.2
q-126,27932,50225,27932,glm-5.2
q-126,80722,31957,31957,glm-5.2
q-126,80722,40785,40785,glm-5.2
q-126,70412,77875,77875,glm-5.2
q-126,125822,85803,85803,glm-5.2
q-126,40785,38204,40785,glm-5.2
q-126,97285,19429,19429,glm-5.2
q-126,28694,79723,28694,glm-5.2
q-126,53800,25892,53800,glm-5.2
q-126,19429,26066,26066,glm-5.2
q-126,48354,31647,31647,glm-5.2
q-126,70412,52536,52536,glm-5.2
q-126,26066,34460,26066,glm-5.2
q-126,20925,19750,20925,glm-5.2
q-126,97285,19750,19750,glm-5.2
q-126,27932,76367,27932,glm-5.2
q-126,97285,125822,125822,glm-5.2
q-126,28694,31647,28694,glm-5.2
q-126,35615,70412,70412,glm-5.2
q-126,53800,31957,31957,glm-5.2
q-126,125822,19429,125822,glm-5.2
q-126,25892,52536,52536,glm-5.2
q-126,76367,79723,76367,glm-5.2
q-126,124228,34460,124228,glm-5.2
q-126,31957,124228,124228,glm-5.2
q-126,18436,491,491,glm-5.2
q-126,77875,20925,77875,glm-5.2
q-126,93836,32113,32113,glm-5.2
q-126,28694,80722,80722,glm-5.2
q-126,86461,85803,85803,glm-5.2
q-126,31647,80722,80722,glm-5.2
q-126,20925,52046,20925,glm-5.2
q-126,125822,52046,125822,glm-5.2
q-126,31957,86461,86461,glm-5.2
q-126,19750,31647,19750,glm-5.2
q-126,52046,18436,18436,glm-5.2
q-126,424,46791,424,glm-5.2
q-126,40785,66392,66392,glm-5.2
q-126,39250,18436,18436,glm-5.2
q-126,125822,41076,125822,glm-5.2
q-126,491,424,491,glm-5.2
q-126,31957,66392,66392,glm-5.2
q-126,39250,20925,20925,glm-5.2
q-126,32113,19750,32113,glm-5.2
q-126,491,79723,491,glm-5.2
q-126,53800,31647,53800,glm-5.2
q-126,27932,52046,27932,glm-5.2
q-126,31647,40785,40785,glm-5.2
q-126,19429,35615,19429,glm-5.2
q-126,26066,39250,26066,glm-5.2
q-126,93836,26066,26066,glm-5.2
q-126,31647,79723,79723,glm-5.2
q-126,35615,59344,59344,glm-5.2
q-126,59344,48354,59344,glm-5.2
q-126,77875,48354,77875,glm-5.2
q-126,31957,38204,31957,glm-5.2
q-126,27932,93836,27932,glm-5.2
q-126,76367,70524,76367,glm-5.2
q-126,46791,20925,20925,glm-5.2
q-126,28694,124228,124228,glm-5.2
q-126,76367,31957,76367,glm-5.2
q-126,70524,25892,70524,glm-5.2
q-126,86461,59344,59344,glm-5.2
q-126,34460,70524,70524,glm-5.2
q-126,124228,125822,124228,glm-5.2
q-126,46791,70412,70412,glm-5.2
q-126,52536,41076,52536,glm-5.2
q-126,93836,48354,93836,glm-5.2
q-126,491,1626,491,glm-5.2
q-126,26066,20925,26066,glm-5.2
q-126,80722,52046,80722,glm-5.2
q-126,41076,20925,20925,glm-5.2
q-126,46791,25892,46791,glm-5.2
q-126,70524,1626,1626,glm-5.2
q-126,124228,70524,70524,glm-5.2
q-126,46791,70524,70524,glm-5.2
q-126,66392,31647,66392,glm-5.2
q-126,66392,85803,85803,glm-5.2
q-126,77875,53800,77875,glm-5.2
q-126,59344,38204,59344,glm-5.2
q-126,26066,1626,26066,glm-5.2
q-126,35615,80722,80722,glm-5.2
q-126,19750,52536,19750,glm-5.2
q-126,50225,66392,66392,glm-5.2
q-126,59344,34460,59344,glm-5.2
q-126,52046,76367,76367,glm-5.2
q-126,19429,491,491,glm-5.2
q-126,59344,27932,27932,glm-5.2
q-126,59344,1626,1626,glm-5.2
q-126,77875,31957,77875,glm-5.2
q-126,66392,86461,86461,glm-5.2
q-126,41076,424,424,glm-5.2
q-126,424,25892,25892,glm-5.2
q-126,125822,35615,125822,glm-5.2
q-126,86461,18436,18436,glm-5.2
q-126,125822,48354,125822,glm-5.2
q-126,20925,424,20925,glm-5.2
q-126,34460,491,491,glm-5.2
q-126,18436,32113,18436,glm-5.2
q-126,32113,50225,32113,glm-5.2
q-126,79723,70412,70412,glm-5.2
q-126,85803,93836,93836,glm-5.2
q-126,79723,52536,52536,glm-5.2
q-126,424,19750,19750,glm-5.2
q-126,70524,28694,28694,glm-5.2
q-126,41076,39250,39250,glm-5.2
q-126,31957,93836,93836,glm-5.2
q-126,93836,125822,125822,glm-5.2
q-126,124228,41076,124228,glm-5.2
q-126,35615,85803,85803,glm-5.2
q-126,53800,32113,32113,glm-5.2
q-126,70412,86461,86461,glm-5.2
q-126,40785,70524,70524,glm-5.2
q-126,28694,424,424,glm-5.2
q-126,50225,124228,124228,glm-5.2
q-126,85803,97285,85803,glm-5.2
q-126,25892,41076,25892,glm-5.2
q-126,34460,19750,19750,glm-5.2
q-127,4744,73609,4744,glm-5.2
q-126,491,77875,491,glm-5.2
q-127,51277,65428,65428,glm-5.2
q-127,104924,495,495,glm-5.2
q-127,4744,126846,4744,glm-5.2
q-127,66020,110566,110566,glm-5.2
q-127,96453,126805,96453,glm-5.2
q-127,73713,82494,73713,glm-5.2
q-127,39704,126805,126805,glm-5.2
q-127,54750,86570,54750,glm-5.2
q-127,495,82494,495,glm-5.2
q-127,4744,39704,4744,glm-5.2
q-127,246,54750,54750,glm-5.2
q-127,126846,47045,126846,glm-5.2
q-127,82494,64436,64436,glm-5.2
q-127,60775,246,246,glm-5.2
q-127,73609,47045,73609,glm-5.2
q-127,104924,114750,104924,glm-5.2
q-127,495,73609,495,glm-5.2
q-127,104924,28754,28754,glm-5.2
q-127,114750,64436,64436,glm-5.2
q-127,64436,60775,64436,glm-5.2
q-127,73609,64436,64436,glm-5.2
q-127,114750,28754,28754,glm-5.2
q-127,32660,246,246,glm-5.2
q-127,66020,73713,73713,glm-5.2
q-127,126846,246,246,glm-5.2
q-127,73713,96453,96453,glm-5.2
q-127,86570,32660,32660,glm-5.2
q-127,73713,51274,51274,glm-5.2
q-127,73609,28754,28754,glm-5.2
q-127,495,66020,495,glm-5.2
q-127,246,96453,96453,glm-5.2
q-127,126805,495,495,glm-5.2
q-127,32660,73713,73713,glm-5.2
q-127,64436,66020,66020,glm-5.2
q-127,64436,495,495,glm-5.2
q-127,51274,31214,31214,glm-5.2
q-127,39704,66020,66020,glm-5.2
q-127,126805,104924,104924,glm-5.2
q-127,60775,54750,54750,glm-5.2
q-127,64436,126805,126805,glm-5.2
q-127,65428,246,246,glm-5.2
q-127,126805,246,246,glm-5.2
q-127,86570,110566,110566,glm-5.2
q-127,110566,4744,110566,glm-5.2
q-127,73713,51277,73713,glm-5.2
q-127,65428,28754,65428,glm-5.2
q-127,126805,65428,65428,glm-5.2
q-127,51274,54750,54750,glm-5.2
q-127,73609,104924,104924,glm-5.2
q-127,66020,82494,66020,glm-5.2
q-127,114750,73713,73713,glm-5.2
q-127,51274,82494,51274,glm-5.2
q-127,495,126846,495,glm-5.2
q-127,54750,32660,54750,glm-5.2
q-127,495,39704,495,glm-5.2
q-127,54750,126846,126846,glm-5.2
q-127,31214,54750,31214,glm-5.2
q-127,73713,60775,60775,glm-5.2
q-127,104924,32660,32660,glm-5.2
q-127,51277,110566,110566,glm-5.2
q-127,73609,51274,51274,glm-5.2
q-127,65428,114750,65428,glm-5.2
q-127,82494,32660,32660,glm-5.2
q-127,86570,31214,31214,glm-5.2
q-127,73609,126846,126846,glm-5.2
q-127,114750,110566,110566,glm-5.2
q-127,246,39704,246,glm-5.2
q-127,39704,110566,110566,glm-5.2
q-127,4744,47045,4744,glm-5.2
q-127,4744,31214,31214,glm-5.2
q-127,73713,47045,73713,glm-5.2
q-127,66020,126805,126805,glm-5.2
q-127,64436,54750,54750,glm-5.2
q-127,32660,96453,96453,glm-5.2
q-127,31214,96453,31214,glm-5.2
q-127,64436,51274,51274,glm-5.2
q-127,246,51274,51274,glm-5.2
q-127,110566,47045,110566,glm-5.2
q-127,39704,51274,51274,glm-5.2
q-127,104924,82494,104924,glm-5.2
q-127,51277,51274,51274,glm-5.2
q-127,60775,51277,51277,glm-5.2
q-127,47045,86570,86570,glm-5.2
q-127,495,110566,495,glm-5.2
q-127,32660,4744,4744,glm-5.2
q-127,126846,82494,126846,glm-5.2
q-127,60775,96453,96453,glm-5.2
q-127,4744,28754,4744,glm-5.2
q-127,28754,86570,28754,glm-5.2
q-127,65428,110566,110566,glm-5.2
q-127,96453,114750,96453,glm-5.2
q-127,60775,39704,60775,glm-5.2
q-127,51274,65428,65428,glm-5.2
q-127,86570,126805,126805,glm-5.2
q-127,126846,96453,96453,glm-5.2
q-127,31214,495,31214,glm-5.2
q-127,96453,51277,96453,glm-5.2
q-127,66020,51277,66020,glm-5.2
q-127,31214,65428,31214,glm-5.2
q-127,51277,4744,4744,glm-5.2
q-127,64436,31214,31214,glm-5.2
q-128,110415,52497,52497,glm-5.2
q-128,700,68573,700,glm-5.2
q-128,700,630,700,glm-5.2
q-128,94212,630,630,glm-5.2
q-128,37546,94212,94212,glm-5.2
q-128,127142,94212,127142,glm-5.2
q-128,56620,62506,62506,glm-5.2
q-128,67167,22216,22216,glm-5.2
q-128,76822,37546,76822,glm-5.2
q-128,68573,62506,62506,glm-5.2
q-128,502,94172,502,glm-5.2
q-128,826,99264,826,glm-5.2
q-128,56620,26510,26510,glm-5.2
q-128,52497,20427,52497,glm-5.2
q-128,55599,18581,55599,glm-5.2
q-128,97834,127166,127166,glm-5.2
q-128,34147,22216,22216,glm-5.2
q-128,99264,110415,110415,glm-5.2
q-128,76822,62506,62506,glm-5.2
q-128,88011,826,826,glm-5.2
q-128,94172,97834,97834,glm-5.2
q-128,26274,52220,52220,glm-5.2
q-128,20427,62506,62506,glm-5.2
q-128,60767,630,60767,glm-5.2
q-128,94212,55599,55599,glm-5.2
q-128,127166,46521,127166,glm-5.2
q-128,88011,55589,55589,glm-5.2
q-128,94172,76457,94172,glm-5.2
q-128,18581,37546,37546,glm-5.2
q-128,114918,55599,55599,glm-5.2
q-128,88011,46387,88011,glm-5.2
q-128,76884,826,826,glm-5.2
q-128,127142,26510,127142,glm-5.2
q-128,502,70990,502,glm-5.2
q-128,34147,18581,34147,glm-5.2
q-128,55589,20427,55589,glm-5.2
q-128,52220,99264,52220,glm-5.2
q-128,46387,55702,55702,glm-5.2
q-128,46387,67167,46387,glm-5.2
q-128,110415,18581,110415,glm-5.2
q-128,76822,99264,76822,glm-5.2
q-128,114918,110415,110415,glm-5.2
q-128,34147,826,826,glm-5.2
q-128,55589,22216,55589,glm-5.2
q-128,46387,630,630,glm-5.2
q-128,502,630,502,glm-5.2
q-128,55599,127172,55599,glm-5.2
q-128,127142,56620,127142,glm-5.2
q-128,110415,20427,20427,glm-5.2
q-128,55589,76822,55589,glm-5.2
q-128,114918,700,700,glm-5.2
q-128,26510,20427,20427,glm-5.2
q-128,630,26510,630,glm-5.2
q-128,76884,70990,76884,glm-5.2
q-128,127172,55702,55702,glm-5.2
q-128,26274,43556,26274,glm-5.2
q-128,55599,56620,55599,glm-5.2
q-128,46387,52497,52497,glm-5.2
q-128,127172,68573,127172,glm-5.2
q-128,88011,52220,52220,glm-5.2
q-128,46387,34147,34147,glm-5.2
q-128,52220,76884,52220,glm-5.2
q-128,52220,22216,52220,glm-5.2
q-128,68573,67167,68573,glm-5.2
q-128,56620,97834,97834,glm-5.2
q-128,127172,826,826,glm-5.2
q-128,127172,88011,127172,glm-5.2
q-128,27369,700,700,glm-5.2
q-128,76457,502,502,glm-5.2
q-128,55589,127172,55589,glm-5.2
q-128,27369,76884,76884,glm-5.2
q-128,52220,76822,52220,glm-5.2
q-128,127166,26510,127166,glm-5.2
q-128,22216,27369,22216,glm-5.2
q-128,114918,97834,97834,glm-5.2
q-128,55589,97834,55589,glm-5.2
q-128,70990,22216,22216,glm-5.2
q-128,76457,127166,127166,glm-5.2
q-128,43556,67167,43556,glm-5.2
q-128,43556,55702,55702,glm-5.2
q-128,70990,34147,34147,glm-5.2
q-128,110415,826,826,glm-5.2
q-128,70990,88011,88011,glm-5.2
q-128,700,46521,700,glm-5.2
q-128,127142,68573,127142,glm-5.2
q-128,62506,97834,62506,glm-5.2
q-128,127142,97834,127142,glm-5.2
q-128,94212,127166,127166,glm-5.2
q-128,55589,94172,55589,glm-5.2
q-128,94172,700,700,glm-5.2
q-128,43556,76822,76822,glm-5.2
q-128,43556,94212,43556,glm-5.2
q-128,46521,76822,76822,glm-5.2
q-128,46521,34147,34147,glm-5.2
q-128,18581,27369,27369,glm-5.2
q-128,46387,127142,127142,glm-5.2
q-128,55599,27369,55599,glm-5.2
q-128,60767,114918,60767,glm-5.2
q-128,60767,110415,60767,glm-5.2
q-128,70990,18581,70990,glm-5.2
q-128,56620,55702,55702,glm-5.2
q-128,26274,94212,26274,glm-5.2
q-128,76457,94212,94212,glm-5.2
q-128,94172,34147,94172,glm-5.2
q-128,700,26274,700,glm-5.2
q-128,70990,630,630,glm-5.2
q-128,52497,76457,52497,glm-5.2
q-128,67167,114918,114918,glm-5.2
q-128,27369,67167,27369,glm-5.2
q-128,27369,55702,55702,glm-5.2
q-128,20427,76457,20427,glm-5.2
q-128,52220,110415,52220,glm-5.2
q-128,26510,55599,55599,glm-5.2
q-128,76822,114918,76822,glm-5.2
q-128,76884,502,502,glm-5.2
q-128,37546,43556,43556,glm-5.2
q-128,62506,60767,62506,glm-5.2
q-128,46521,55589,55589,glm-5.2
q-128,502,34147,502,glm-5.2
q-128,55702,94172,55702,glm-5.2
q-128,826,20427,826,glm-5.2
q-128,826,46521,826,glm-5.2
q-128,127172,76457,127172,glm-5.2
q-128,27369,114918,114918,glm-5.2
q-128,127172,70990,127172,glm-5.2
q-128,46387,46521,46521,glm-5.2
q-128,52220,127142,127142,glm-5.2
q-128,60767,56620,60767,glm-5.2
q-128,37546,99264,99264,glm-5.2
q-128,67167,70990,70990,glm-5.2
q-128,37546,26510,26510,glm-5.2
q-128,62506,52220,62506,glm-5.2
q-128,56620,76884,76884,glm-5.2
q-128,94172,46521,94172,glm-5.2
q-128,502,127142,127142,glm-5.2
q-128,26274,37546,26274,glm-5.2
q-128,99264,62506,62506,glm-5.2
q-128,110415,43556,43556,glm-5.2
q-128,94212,26510,26510,glm-5.2
q-128,630,127166,127166,glm-5.2
q-128,68573,55599,55599,glm-5.2
q-128,52497,60767,60767,glm-5.2
q-128,34147,99264,34147,glm-5.2
q-128,127166,55589,55589,glm-5.2
q-128,26274,114918,26274,glm-5.2
q-128,76822,97834,76822,glm-5.2
q-128,52497,88011,52497,glm-5.2
q-128,76884,18581,76884,glm-5.2
q-128,700,127166,700,glm-5.2
q-128,88011,37546,88011,glm-5.2
q-128,26510,26274,26274,glm-5.2
q-128,630,76884,630,glm-5.2
q-128,68573,18581,68573,glm-5.2
q-128,99264,55599,55599,glm-5.2
q-128,67167,94172,94172,glm-5.2
q-128,22216,700,700,glm-5.2
q-128,27369,97834,97834,glm-5.2
q-128,27369,56620,27369,glm-5.2
q-128,76884,20427,76884,glm-5.2
q-128,52497,26274,26274,glm-5.2
q-128,76457,46387,46387,glm-5.2
q-128,502,55589,502,glm-5.2
q-128,68573,37546,68573,glm-5.2
q-128,97834,502,502,glm-5.2
q-128,37546,700,700,glm-5.2
q-128,60767,22216,60767,glm-5.2
q-129,66971,39157,39157,glm-5.2
q-128,20427,34147,20427,glm-5.2
q-129,72769,126027,72769,glm-5.2
q-129,24045,127101,127101,glm-5.2
q-129,126069,127598,127598,glm-5.2
q-129,59544,42492,59544,glm-5.2
q-129,18455,23966,18455,glm-5.2
q-129,126027,18351,18351,glm-5.2
q-129,507,114850,507,glm-5.2
q-129,42222,18455,42222,glm-5.2
q-129,39157,36746,36746,glm-5.2
q-129,127101,36746,36746,glm-5.2
q-129,23966,36746,36746,glm-5.2
q-129,50324,29883,50324,glm-5.2
q-129,29883,67488,67488,glm-5.2
q-129,60999,126056,60999,glm-5.2
q-129,127598,42222,127598,glm-5.2
q-129,59544,37370,37370,glm-5.2
q-129,127101,42774,42774,glm-5.2
q-129,37370,114850,37370,glm-5.2
q-129,22832,126069,126069,glm-5.2
q-129,126069,40468,126069,glm-5.2
q-129,84060,114850,114850,glm-5.2
q-129,100412,126069,126069,glm-5.2
q-129,39157,50324,50324,glm-5.2
q-129,50324,114850,50324,glm-5.2
q-129,50324,67528,67528,glm-5.2
q-129,59544,67488,67488,glm-5.2
q-129,60999,84060,60999,glm-5.2
q-129,42222,59544,42222,glm-5.2
q-129,26907,36746,26907,glm-5.2
q-129,50324,40468,50324,glm-5.2
q-129,23966,127101,127101,glm-5.2
q-129,50324,127101,50324,glm-5.2
q-129,126027,84060,84060,glm-5.2
q-129,99483,29883,99483,glm-5.2
q-129,100412,18351,18351,glm-5.2
q-129,40468,120359,120359,glm-5.2
q-129,67488,99483,99483,glm-5.2
q-129,67528,26907,67528,glm-5.2
q-129,66971,59544,66971,glm-5.2
q-129,120359,99483,120359,glm-5.2
q-129,72769,26907,26907,glm-5.2
q-129,67528,507,507,glm-5.2
q-129,99483,39157,99483,glm-5.2
q-129,507,72769,507,glm-5.2
q-129,507,128502,507,glm-5.2
q-129,24963,114850,114850,glm-5.2
q-129,40468,66971,40468,glm-5.2
q-129,22362,29883,29883,glm-5.2
q-129,39157,26907,26907,glm-5.2
q-129,127101,67488,67488,glm-5.2
q-129,126977,23966,126977,glm-5.2
q-129,39157,507,507,glm-5.2
q-129,127101,507,507,glm-5.2
q-129,66971,23802,66971,glm-5.2
q-129,67488,126027,67488,glm-5.2
q-129,84060,128502,128502,glm-5.2
q-129,22832,42774,42774,glm-5.2
q-129,126977,24045,24045,glm-5.2
q-129,18351,126977,18351,glm-5.2
q-129,18351,60999,60999,glm-5.2
q-129,39157,126027,39157,glm-5.2
q-129,126056,127101,127101,glm-5.2
q-129,29883,36746,36746,glm-5.2
q-129,50324,128502,128502,glm-5.2
q-129,114850,100412,114850,glm-5.2
q-129,29883,24045,24045,glm-5.2
q-129,128502,127598,127598,glm-5.2
q-129,42222,128502,128502,glm-5.2
q-129,42222,26907,26907,glm-5.2
q-129,126056,67488,67488,glm-5.2
q-129,23802,50324,50324,glm-5.2
q-129,22362,42774,42774,glm-5.2
q-129,126069,60999,126069,glm-5.2
q-129,60999,42492,60999,glm-5.2
q-129,37370,42222,37370,glm-5.2
q-129,67528,120359,67528,glm-5.2
q-129,72769,126069,72769,glm-5.2
q-129,126977,128502,128502,glm-5.2
q-129,126977,26907,26907,glm-5.2
q-129,120359,42774,42774,glm-5.2
q-129,126069,24045,24045,glm-5.2
q-129,120359,127598,127598,glm-5.2
q-129,18455,99483,99483,glm-5.2
q-129,126027,100412,100412,glm-5.2
q-129,67488,128502,128502,glm-5.2
q-129,26907,18351,18351,glm-5.2
q-129,126027,99483,99483,glm-5.2
q-129,60999,114850,60999,glm-5.2
q-129,84060,126056,84060,glm-5.2
q-129,66971,36746,36746,glm-5.2
q-129,50324,22362,50324,glm-5.2
q-129,18351,42774,42774,glm-5.2
q-129,37370,67488,67488,glm-5.2
q-129,126069,67528,67528,glm-5.2
q-129,26907,100412,26907,glm-5.2
q-129,66971,42774,42774,glm-5.2
q-129,39157,84060,84060,glm-5.2
q-129,24963,22832,22832,glm-5.2
q-129,84060,37370,37370,glm-5.2
q-129,36746,99483,99483,glm-5.2
q-129,72769,59544,72769,glm-5.2
q-129,37370,100412,37370,glm-5.2
q-129,24963,23802,24963,glm-5.2
q-129,36746,114850,114850,glm-5.2
q-129,18455,22362,18455,glm-5.2
q-129,18455,23802,18455,glm-5.2
q-129,36746,37370,37370,glm-5.2
q-129,72769,40468,72769,glm-5.2
q-129,120359,18351,120359,glm-5.2
q-129,23966,127598,127598,glm-5.2
q-129,23802,114850,114850,glm-5.2
q-129,67528,23802,67528,glm-5.2
q-129,126977,66971,66971,glm-5.2
q-129,66971,23966,66971,glm-5.2
q-129,40468,42492,40468,glm-5.2
q-129,22832,127101,127101,glm-5.2
q-129,127598,24045,127598,glm-5.2
q-129,29883,126977,29883,glm-5.2
q-129,42222,24963,24963,glm-5.2
q-129,120359,126027,120359,glm-5.2
q-129,114850,22362,114850,glm-5.2
q-129,23802,42492,23802,glm-5.2
q-129,22362,67528,67528,glm-5.2
q-129,42492,120359,120359,glm-5.2
q-129,42774,23966,42774,glm-5.2
q-129,99483,23966,99483,glm-5.2
q-129,67488,507,507,glm-5.2
q-129,36746,18351,18351,glm-5.2
q-129,67528,18455,67528,glm-5.2
q-129,126027,23802,23802,glm-5.2
q-129,24045,24963,24963,glm-5.2
q-129,42492,22362,22362,glm-5.2
q-129,24045,42774,42774,glm-5.2
q-129,72769,99483,99483,glm-5.2
q-129,42222,40468,42222,glm-5.2
q-129,18351,24963,18351,glm-5.2
q-129,60999,24963,24963,glm-5.2
q-129,60999,72769,72769,glm-5.2
q-129,60999,59544,60999,glm-5.2
q-129,66971,42492,66971,glm-5.2
q-129,67528,18351,67528,glm-5.2
q-129,126056,22832,22832,glm-5.2
q-129,24045,59544,24045,glm-5.2
q-129,18455,39157,39157,glm-5.2
q-129,100412,126056,126056,glm-5.2
q-129,127598,39157,127598,glm-5.2
q-129,26907,40468,26907,glm-5.2
q-129,22832,67488,67488,glm-5.2
q-129,23802,126056,126056,glm-5.2
q-129,22832,29883,22832,glm-5.2
q-129,127598,126056,127598,glm-5.2
q-129,126977,100412,100412,glm-5.2
q-130,18975,29460,18975,glm-5.2
q-130,18579,29460,18579,glm-5.2
q-130,1637,79310,79310,glm-5.2
q-130,81874,72946,72946,glm-5.2
q-130,22321,102021,22321,glm-5.2
q-130,55514,82454,55514,glm-5.2
q-130,36210,17618,17618,glm-5.2
q-130,53480,46761,53480,glm-5.2
q-130,24922,76946,24922,glm-5.2
q-130,81874,50254,50254,glm-5.2
q-130,76946,18579,18579,glm-5.2
q-130,29460,46761,29460,glm-5.2
q-130,513,53480,513,glm-5.2
q-130,83495,76946,83495,glm-5.2
q-130,513,82454,513,glm-5.2
q-130,83567,36210,36210,glm-5.2
q-130,79310,57212,79310,glm-5.2
q-130,76946,72946,72946,glm-5.2
q-130,53158,24922,24922,glm-5.2
q-130,22321,36210,22321,glm-5.2
q-130,20949,25951,20949,glm-5.2
q-130,55514,36210,55514,glm-5.2
q-130,53158,48956,48956,glm-5.2
q-130,513,83567,513,glm-5.2
q-130,46761,30045,30045,glm-5.2
q-130,102021,81430,81430,glm-5.2
q-130,83567,76328,76328,glm-5.2
q-130,48507,50522,50522,glm-5.2
q-130,30045,20949,20949,glm-5.2
q-130,20949,53158,20949,glm-5.2
q-130,513,55514,513,glm-5.2
q-130,57212,48507,48507,glm-5.2
q-130,81874,53158,81874,glm-5.2
q-130,102021,25951,102021,glm-5.2
q-130,36210,29460,29460,glm-5.2
q-130,48507,22321,22321,glm-5.2
q-130,18579,27542,18579,glm-5.2
q-130,82454,70915,70915,glm-5.2
q-130,53480,79310,53480,glm-5.2
q-130,50254,25951,50254,glm-5.2
q-130,50522,46761,50522,glm-5.2
q-130,53480,24922,53480,glm-5.2
q-130,65388,36210,65388,glm-5.2
q-130,20949,50582,20949,glm-5.2
q-130,48956,53480,53480,glm-5.2
q-130,81430,83495,83495,glm-5.2
q-130,83495,30045,83495,glm-5.2
q-130,1637,30045,1637,glm-5.2
q-130,48507,29460,48507,glm-5.2
q-130,36210,27542,27542,glm-5.2
q-130,83567,24922,24922,glm-5.2
q-130,53480,20949,53480,glm-5.2
q-130,22321,25951,22321,glm-5.2
q-130,83567,48956,48956,glm-5.2
q-130,76946,22321,22321,glm-5.2
q-130,83495,27542,83495,glm-5.2
q-130,83470,44142,83470,glm-5.2
q-130,72946,57712,57712,glm-5.2
q-130,57712,53480,53480,glm-5.2
q-130,513,48956,513,glm-5.2
q-130,83567,65388,65388,glm-5.2
q-130,81874,81430,81430,glm-5.2
q-130,17618,18975,17618,glm-5.2
q-130,25951,83470,83470,glm-5.2
q-130,1637,18975,18975,glm-5.2
q-130,76407,27542,27542,glm-5.2
q-130,82454,50522,50522,glm-5.2
q-130,76328,21038,76328,glm-5.2
q-130,81430,18579,18579,glm-5.2
q-130,46761,44142,46761,glm-5.2
q-130,25951,29460,29460,glm-5.2
q-130,53480,21038,53480,glm-5.2
q-130,50254,50522,50522,glm-5.2
q-130,81874,1637,1637,glm-5.2
q-130,20949,81430,81430,glm-5.2
q-130,25951,76946,25951,glm-5.2
q-130,513,50254,513,glm-5.2
q-130,1637,22321,22321,glm-5.2
q-130,20949,24922,24922,glm-5.2
q-130,83567,57712,57712,glm-5.2
q-130,65388,48956,65388,glm-5.2
q-130,46761,79310,79310,glm-5.2
q-130,48507,57712,57712,glm-5.2
q-130,55514,50522,50522,glm-5.2
q-130,44142,50582,50582,glm-5.2
q-130,83470,48507,48507,glm-5.2
q-130,48507,76407,76407,glm-5.2
q-130,76328,50582,76328,glm-5.2
q-130,18975,83567,18975,glm-5.2
q-130,83470,83495,83495,glm-5.2
q-130,82454,50254,50254,glm-5.2
q-130,29460,83567,83567,glm-5.2
q-130,82454,81430,81430,glm-5.2
